"song_id";"track_name";"lyrics";"audio_sample";"length_seconds";"album_id";"track_number"
1;"Bad Blood";"Taylor_Swift_-_Bad_Blood.txt";"Taylor_Swift_-_Bad_Blood.mp3";199;1;8
